CLIENTNUM,GRUPO_AB,FL_ATIVADO,VALOR_GASTO
10962,Controle,1,3077.4762938169906
10963,Teste,1,1572.5174478259862
10964,Teste,1,4072.7978812201577
10965,Teste,0,0.0
10966,Controle,0,0.0
10967,Teste,1,2689.172445795903
10968,Teste,0,0.0
10969,Teste,0,0.0
10970,Teste,1,2003.2049678898181
10971,Teste,1,980.6944683379577
10972,Teste,0,0.0
10973,Teste,1,1574.8032218162311
10974,Teste,0,0.0
10975,Teste,0,0.0
10976,Teste,1,4771.765272901926
10977,Teste,0,0.0
10978,Teste,0,0.0
10979,Teste,1,1872.9485906878697
10980,Teste,0,0.0
10981,Teste,0,0.0
10982,Teste,0,0.0
10983,Teste,0,0.0
10984,Teste,1,1259.866802151659
10985,Teste,1,2573.0275624474693
10986,Teste,1,1881.894845121119
10987,Teste,1,658.2166262203737
10988,Teste,1,1954.1534777573777
10989,Controle,1,2948.4888077276087
10990,Teste,0,0.0
10991,Teste,0,0.0
10992,Teste,0,0.0
10993,Teste,0,0.0
10994,Teste,1,2982.705674089851
10995,Teste,0,0.0
10996,Teste,1,2104.515145295999
10997,Teste,0,0.0
10998,Teste,0,0.0
10999,Teste,1,2512.8624031367026
11000,Teste,0,0.0
11001,Controle,1,4844.830632056449
11002,Teste,1,2198.068147536402
11003,Teste,0,0.0
11004,Teste,1,1662.0206596699234
11005,Teste,1,1595.6016983004206
11006,Teste,0,0.0
11007,Teste,0,0.0
11008,Teste,0,0.0
11009,Teste,0,0.0
11010,Teste,1,2559.940757168604
11011,Teste,1,3917.8406692262483
11012,Teste,0,0.0
11013,Teste,0,0.0
11014,Teste,1,1426.9468288481294
11015,Controle,1,3691.8325721334563
11016,Teste,0,0.0
11017,Teste,0,0.0
11018,Teste,0,0.0
11019,Controle,0,0.0
11020,Teste,0,0.0
11021,Teste,0,0.0
11022,Teste,1,595.1742050723733
11023,Teste,0,0.0
11024,Teste,1,2385.198400927757
11025,Teste,1,3991.392793412541
11026,Teste,0,0.0
11027,Teste,1,2024.2983009849413
11028,Teste,1,3036.8169565042977
11029,Teste,0,0.0
11030,Teste,1,1422.4065477165987
11031,Teste,1,3838.979260067775
11032,Teste,1,735.2559647094183
11033,Teste,1,4336.441901939752
11034,Teste,0,0.0
11035,Teste,0,0.0
11036,Teste,0,0.0
11037,Teste,0,0.0
11038,Controle,0,0.0
11039,Teste,0,0.0
11040,Teste,0,0.0
11041,Teste,0,0.0
11042,Teste,0,0.0
11043,Controle,1,1391.8837388975066
11044,Teste,0,0.0
11045,Teste,1,4434.791142687489
11046,Teste,0,0.0
11047,Teste,1,2086.381585852328
11048,Teste,1,3752.0760851351897
11049,Teste,1,1936.513840037848
11050,Teste,1,4576.602520555914
11051,Teste,1,1069.8670648326847
11052,Teste,1,1303.3390517266942
11053,Teste,0,0.0
11054,Teste,0,0.0
11055,Teste,0,0.0
11056,Teste,1,2718.63556321461
11057,Controle,1,868.7229756716577
11058,Teste,0,0.0
11059,Teste,1,1381.9108311579287
11060,Teste,0,0.0
11061,Teste,0,0.0
11062,Teste,1,4746.9487199540645
11063,Teste,0,0.0
11064,Controle,1,4894.203475165492
11065,Teste,1,2193.1669819868985
11066,Teste,1,4654.78709456271
11067,Controle,0,0.0
11068,Teste,1,2951.711040530443
11069,Teste,1,1713.8410964319517
11070,Controle,1,3660.794244862694
11071,Teste,1,3465.0581295868574
11072,Teste,0,0.0
11073,Teste,1,4951.0639359893
11074,Teste,1,1692.7127933417748
11075,Teste,1,3524.267761977809
11076,Teste,1,734.106897632511
11077,Teste,1,1011.4071741352374
11078,Teste,1,517.6326872799197
11079,Teste,1,4997.573064768529
11080,Teste,0,0.0
11081,Teste,0,0.0
11082,Teste,1,4110.23163716365
11083,Teste,1,4040.2535663009335
11084,Teste,0,0.0
11085,Teste,0,0.0
11086,Teste,1,2793.767338796809
11087,Teste,0,0.0
11088,Teste,0,0.0
11089,Teste,1,1850.3018730744798
11090,Teste,0,0.0
11091,Controle,1,1180.6892800820417
11092,Teste,0,0.0
11093,Teste,1,1781.0363248090864
11094,Teste,1,2191.8704986811263
11095,Teste,1,3903.3954364113233
11096,Teste,1,2928.478050064186
11097,Teste,0,0.0
11098,Teste,0,0.0
11099,Teste,0,0.0
11100,Teste,0,0.0
11101,Teste,1,848.6763194996721
11102,Teste,0,0.0
11103,Teste,0,0.0
11104,Teste,1,581.1305403151051
11105,Teste,0,0.0
11106,Teste,1,960.4948079032843
11107,Teste,0,0.0
11108,Teste,1,2347.244211638207
11109,Teste,1,4699.368126720582
11110,Teste,0,0.0
11111,Teste,0,0.0
11112,Teste,1,3368.311165441497
11113,Teste,1,4108.216549439818
11114,Teste,1,2598.6856752704684
11115,Teste,0,0.0
11116,Teste,0,0.0
11117,Controle,1,2127.4973743776927
11118,Teste,1,987.8016772248022
11119,Teste,0,0.0
11120,Teste,1,4441.698599837922
11121,Teste,0,0.0
11122,Teste,1,4024.220130625563
11123,Teste,1,1256.531439189763
11124,Teste,0,0.0
11125,Teste,1,2805.172537443172
11126,Teste,0,0.0
11127,Teste,0,0.0
11128,Teste,1,2693.186635645602
11129,Teste,1,3312.9119870893787
11130,Teste,0,0.0
11131,Teste,0,0.0
11132,Teste,1,4757.841022960675
11133,Teste,1,3108.971487931158
11134,Teste,0,0.0
11135,Teste,0,0.0
11136,Teste,1,2930.9777005037836
11137,Teste,1,726.4531982059877
11138,Teste,0,0.0
11139,Teste,0,0.0
11140,Teste,0,0.0
11141,Controle,1,783.0836420811077
11142,Controle,1,1343.06056097055
11143,Teste,1,646.1184726128672
11144,Teste,0,0.0
11145,Teste,1,3845.0880300650556
11146,Controle,1,3754.986367972834
11147,Teste,1,1112.2530549423932
11148,Controle,0,0.0
11149,Teste,0,0.0
11150,Teste,0,0.0
11151,Controle,0,0.0
11152,Teste,0,0.0
11153,Teste,1,4262.355053578764
11154,Teste,1,1196.5371568075038
11155,Teste,0,0.0
11156,Teste,1,1855.2901414881146
11157,Teste,0,0.0
11158,Teste,1,1620.3960462261425
11159,Teste,0,0.0
11160,Teste,0,0.0
11161,Teste,1,2175.381943578715
11162,Teste,1,1645.9869465048284
11163,Teste,0,0.0
11164,Teste,0,0.0
11165,Teste,1,2700.2791689730343
11166,Teste,1,2333.3354660960845
11167,Teste,1,4939.562708506969
11168,Teste,1,751.6685755770155
11169,Teste,1,1139.8161937430823
11170,Controle,0,0.0
11171,Teste,0,0.0
11172,Controle,1,737.7165225887112
11173,Teste,0,0.0
11174,Teste,0,0.0
11175,Teste,0,0.0
11176,Teste,0,0.0
11177,Teste,0,0.0
11178,Teste,0,0.0
11179,Teste,0,0.0
11180,Teste,1,3316.285377420691
11181,Teste,0,0.0
11182,Teste,0,0.0
11183,Teste,0,0.0
11184,Teste,0,0.0
11185,Teste,0,0.0
11186,Teste,0,0.0
11187,Controle,0,0.0
11188,Teste,0,0.0
11189,Teste,1,745.2917483617381
11190,Teste,0,0.0
11191,Teste,0,0.0
11192,Controle,0,0.0
11193,Teste,1,4263.978818192555
11194,Teste,0,0.0
11195,Teste,1,2803.723838068675
11196,Teste,1,2871.5343106169016
11197,Teste,0,0.0
11198,Teste,1,3027.175284704874
11199,Teste,1,1268.6616783779482
11200,Teste,0,0.0
11201,Teste,1,1389.6063640151938
11202,Teste,1,1934.677952928521
11203,Teste,0,0.0
11204,Teste,0,0.0
11205,Controle,1,3170.7338711983316
11206,Teste,0,0.0
11207,Teste,0,0.0
11208,Teste,1,1445.5299917309653
11209,Teste,1,1023.4927720996756
11210,Teste,1,4865.525988882945
11211,Teste,1,598.9181666433032
11212,Teste,0,0.0
11213,Teste,0,0.0
11214,Teste,1,4112.138324012098
11215,Teste,0,0.0
11216,Teste,1,4046.158173087599
11217,Teste,1,1837.463512302932
11218,Controle,1,1110.3197720329104
11219,Teste,1,1155.3289101744053
11220,Teste,1,3638.442277567366
11221,Teste,1,3392.6296598877816
11222,Teste,1,4022.3555341312403
11223,Teste,0,0.0
11224,Teste,0,0.0
11225,Teste,1,4718.665275795971
11226,Teste,1,3613.673134699664
11227,Teste,0,0.0
11228,Teste,0,0.0
11229,Teste,1,1201.3319144814955
11230,Teste,1,1595.4917754443481
11231,Controle,1,4289.871788929016
11232,Teste,0,0.0
11233,Teste,1,1441.8773412539385
11234,Teste,0,0.0
11235,Teste,1,826.3504262951664
11236,Teste,1,3664.7602431901273
11237,Controle,1,2311.368599705639
11238,Teste,0,0.0
11239,Teste,1,4640.1802364565665
11240,Teste,1,3426.147819921477
11241,Teste,1,906.8854000624733
11242,Teste,0,0.0
11243,Teste,1,4765.354552641474
11244,Teste,1,1663.5076863811066
11245,Teste,1,2017.456206828286
11246,Teste,0,0.0
11247,Teste,1,2310.171861575939
11248,Teste,1,730.5093338194097
11249,Teste,1,2734.319400037722
11250,Teste,0,0.0
11251,Teste,0,0.0
11252,Teste,0,0.0
11253,Teste,0,0.0
11254,Teste,0,0.0
11255,Teste,1,1054.933209838815
11256,Controle,1,2304.366470097583
11257,Controle,0,0.0
11258,Teste,1,2078.1940459643793
11259,Controle,1,3977.780375419265
11260,Teste,1,4114.26730234729
11261,Controle,0,0.0
11262,Teste,1,1190.3579707508961
11263,Teste,0,0.0
11264,Teste,1,2149.4803432065182
11265,Teste,0,0.0
11266,Teste,0,0.0
11267,Teste,0,0.0
11268,Teste,1,2180.0892246432427
11269,Teste,0,0.0
11270,Controle,0,0.0
11271,Teste,1,1181.3469977123827
11272,Teste,1,4093.0407727303573
11273,Teste,0,0.0
11274,Teste,1,3682.527477509405
11275,Controle,0,0.0
11276,Teste,1,1356.7180383366563
11277,Teste,1,2150.248588672096
11278,Teste,0,0.0
11279,Teste,0,0.0
11280,Teste,0,0.0
11281,Teste,1,976.122611854314
11282,Teste,1,3326.929686918698
11283,Teste,0,0.0
11284,Controle,0,0.0
11285,Teste,0,0.0
11286,Teste,1,1046.1736604687885
11287,Teste,0,0.0
11288,Teste,1,4936.70375881213
11289,Teste,1,4013.0693360953805
11290,Teste,0,0.0
11291,Teste,0,0.0
11292,Teste,1,2256.073473127978
11293,Teste,0,0.0
11294,Teste,0,0.0
11295,Teste,1,3103.537695257095
11296,Teste,1,4601.038172973839
11297,Teste,1,2993.4467617812174
11298,Teste,1,1285.2431887907983
11299,Teste,0,0.0
11300,Teste,1,2204.165100115217
11301,Teste,1,4294.151892633854
11302,Teste,1,3398.9585719532806
11303,Teste,1,3428.2597295021014
11304,Teste,1,4400.696685598201
11305,Teste,1,4522.8787585812715
11306,Controle,0,0.0
11307,Teste,0,0.0
11308,Teste,1,4639.066573007463
11309,Teste,0,0.0
11310,Teste,1,926.8213696392024
11311,Teste,1,2948.567008833954
11312,Controle,1,3832.2928454824337
11313,Controle,0,0.0
11314,Teste,0,0.0
11315,Teste,0,0.0
11316,Teste,0,0.0
11317,Teste,0,0.0
11318,Teste,1,3906.170803071562
11319,Teste,1,3230.2229088650174
11320,Teste,0,0.0
11321,Teste,0,0.0
11322,Teste,0,0.0
11323,Teste,1,1250.5430083265337
11324,Teste,1,4088.3924927374896
11325,Teste,0,0.0
11326,Teste,1,3740.5010008172558
11327,Teste,1,887.6109719706633
11328,Teste,1,2587.144211034693
11329,Teste,0,0.0
11330,Controle,0,0.0
11331,Teste,0,0.0
11332,Teste,1,1282.898297848116
11333,Teste,0,0.0
11334,Teste,0,0.0
11335,Controle,0,0.0
11336,Teste,0,0.0
11337,Teste,1,2018.6467057083735
11338,Teste,1,581.3649149255845
11339,Teste,0,0.0
11340,Teste,1,2301.484407848412
11341,Teste,1,2974.446145202947
11342,Teste,1,3288.121667721891
11343,Teste,1,3485.706553079195
11344,Teste,0,0.0
11345,Teste,1,4263.31090896107
11346,Teste,0,0.0
11347,Teste,0,0.0
11348,Teste,1,1469.5830827407851
11349,Teste,1,1042.1682009731057
11350,Teste,0,0.0
11351,Teste,1,4331.9172735406655
11352,Teste,1,1204.7576670169246
11353,Teste,1,4886.420366012879
11354,Teste,0,0.0
11355,Teste,0,0.0
11356,Teste,1,4291.422032293866
11357,Controle,0,0.0
11358,Teste,0,0.0
11359,Teste,0,0.0
11360,Teste,0,0.0
11361,Teste,0,0.0
11362,Teste,1,2753.9447265031963
11363,Teste,0,0.0
11364,Teste,1,4916.3964121491135
11365,Teste,1,938.1952809860189
11366,Teste,0,0.0
11367,Teste,1,1863.7959252879573
11368,Teste,0,0.0
11369,Teste,1,3372.0098676827515
11370,Teste,0,0.0
11371,Teste,0,0.0
11372,Teste,1,2075.0309081293044
11373,Teste,0,0.0
11374,Teste,1,4677.676483913563
11375,Controle,1,795.317396800179
11376,Controle,0,0.0
11377,Teste,0,0.0
11378,Teste,1,2972.3532442743403
11379,Teste,1,3158.8982032780154
11380,Teste,1,3437.2765569975086
11381,Teste,1,1650.498004993165
11382,Teste,0,0.0
11383,Teste,0,0.0
11384,Controle,1,2140.54892383939
11385,Teste,1,4296.562383492399
11386,Teste,1,1377.2424603657191
11387,Teste,1,4220.905312280129
11388,Teste,0,0.0
11389,Teste,0,0.0
11390,Teste,1,3031.949403062341
11391,Teste,1,3929.8438003733695
11392,Teste,1,3711.2331481856218
11393,Teste,0,0.0
11394,Teste,0,0.0
11395,Teste,0,0.0
11396,Teste,1,1433.8017292319555
11397,Teste,0,0.0
11398,Teste,0,0.0
11399,Teste,1,3059.657313952428
11400,Teste,1,4404.754187622915
11401,Teste,1,2444.5230656086824
11402,Controle,0,0.0
11403,Teste,0,0.0
11404,Teste,1,4849.658466004926
11405,Teste,0,0.0
11406,Teste,0,0.0
11407,Teste,1,2534.9679504577316
11408,Teste,0,0.0
11409,Teste,1,1142.5353650054813
11410,Teste,1,2252.4560603495293
11411,Teste,1,4782.660828757417
11412,Teste,1,1938.743822029344
11413,Teste,1,4406.441719401782
11414,Teste,1,4465.628067568505
11415,Teste,1,2075.8393594938248
11416,Controle,0,0.0
11417,Teste,0,0.0
11418,Teste,1,874.6594612278445
11419,Teste,0,0.0
11420,Teste,1,3760.510591214682
11421,Teste,0,0.0
11422,Teste,1,1901.8053455629372
11423,Teste,0,0.0
11424,Teste,1,4023.156264159076
11425,Teste,0,0.0
11426,Teste,1,2491.946817171949
11427,Teste,1,2683.7003405417972
11428,Teste,0,0.0
11429,Teste,1,4000.592330368416
11430,Teste,1,2220.6349897773252
11431,Teste,1,2494.0730539531155
11432,Teste,0,0.0
11433,Teste,0,0.0
11434,Teste,1,2192.8571094633
11435,Teste,0,0.0
11436,Teste,1,2153.0323187477597
11437,Controle,0,0.0
11438,Teste,0,0.0
11439,Teste,0,0.0
11440,Teste,0,0.0
11441,Teste,1,2866.7595960565673
11442,Teste,1,4139.597500255179
11443,Teste,1,2127.9574036515464
11444,Teste,1,2859.1462424198153
11445,Teste,1,3518.2729644917035
11446,Teste,0,0.0
11447,Teste,0,0.0
11448,Teste,1,1712.4775083664476
11449,Teste,1,1748.8526220607666
11450,Teste,0,0.0
11451,Teste,1,4700.359071605547
11452,Teste,0,0.0
11453,Controle,0,0.0
11454,Teste,1,3755.905579989899
11455,Controle,1,3097.34004300489
11456,Teste,1,3414.7402448927537
11457,Teste,1,631.8474939653827
11458,Teste,1,3281.463345027636
11459,Teste,0,0.0
11460,Teste,0,0.0
11461,Teste,1,2792.7899295089087
11462,Controle,0,0.0
11463,Controle,1,2955.8735590074607
11464,Teste,1,2117.407220738677
11465,Teste,0,0.0
11466,Teste,1,866.6325397082385
11467,Teste,1,1370.0265512542348
11468,Teste,0,0.0
11469,Teste,1,4778.351209457022
11470,Teste,0,0.0
11471,Teste,1,2339.148030219203
11472,Teste,1,2600.0742012388887
11473,Teste,0,0.0
11474,Teste,1,737.1940543404755
11475,Teste,0,0.0
11476,Teste,1,669.0480329479126
11477,Teste,0,0.0
11478,Teste,0,0.0
11479,Teste,1,3727.3165117104095
11480,Teste,0,0.0
11481,Teste,0,0.0
11482,Teste,1,2921.425988545001
11483,Teste,0,0.0
11484,Teste,0,0.0
11485,Teste,1,2789.1769289732
11486,Teste,1,1594.060386902009
11487,Teste,1,3851.37829233465
11488,Teste,1,1257.0646059882133
11489,Controle,1,1354.7063464745902
11490,Teste,1,2573.2047710672396
11491,Teste,0,0.0
11492,Teste,1,1788.259379503734
11493,Controle,0,0.0
11494,Teste,0,0.0
11495,Teste,1,1613.5834155491586
11496,Teste,1,3403.5694004899924
11497,Teste,1,3429.3728534834504
11498,Controle,0,0.0
11499,Teste,1,4210.3268140996815
11500,Teste,0,0.0
11501,Teste,1,2379.6885513783914
11502,Teste,0,0.0
11503,Teste,0,0.0
11504,Teste,1,828.8829096176761
11505,Teste,1,1731.4987321465596
11506,Teste,0,0.0
11507,Teste,0,0.0
11508,Teste,1,4910.0245843856765
11509,Teste,1,3183.1635885471596
11510,Teste,1,3693.8168816045913
11511,Teste,1,533.1102333143654
11512,Teste,0,0.0
11513,Teste,0,0.0
11514,Teste,1,2831.925794821344
11515,Teste,0,0.0
11516,Teste,0,0.0
11517,Teste,1,668.878958893114
11518,Teste,1,3061.535954411516
11519,Teste,0,0.0
11520,Teste,0,0.0
11521,Controle,1,4643.468823362339
11522,Teste,1,4857.886087251835
11523,Teste,1,2932.487039250159
11524,Teste,1,2561.9216236349716
11525,Teste,0,0.0
11526,Teste,0,0.0
11527,Teste,1,4752.576924118223
11528,Teste,0,0.0
11529,Teste,0,0.0
11530,Teste,0,0.0
11531,Teste,0,0.0
11532,Teste,1,3531.244243985128
11533,Teste,0,0.0
11534,Teste,1,792.0467579228425
11535,Teste,1,2595.765099503739
11536,Teste,0,0.0
11537,Teste,0,0.0
11538,Teste,1,1581.1025830893675
11539,Teste,0,0.0
11540,Teste,0,0.0
11541,Teste,0,0.0
11542,Teste,1,2614.119446519067
11543,Teste,0,0.0
11544,Teste,1,2549.595074028628
11545,Teste,1,3119.651612666339
11546,Teste,1,2105.4672065716304
11547,Teste,1,1239.217022551676
11548,Teste,0,0.0
11549,Teste,1,2766.7374556548034
11550,Teste,0,0.0
11551,Teste,1,4235.912979555929
11552,Teste,0,0.0
11553,Teste,0,0.0
11554,Controle,1,3488.0550263042105
11555,Teste,0,0.0
11556,Teste,0,0.0
11557,Teste,0,0.0
11558,Teste,0,0.0
11559,Teste,1,2022.6553966634713
11560,Teste,0,0.0
11561,Teste,1,4709.853602414858
11562,Teste,1,4604.93407062132
11563,Teste,0,0.0
11564,Controle,0,0.0
11565,Teste,0,0.0
11566,Controle,0,0.0
11567,Teste,1,1442.0677972284443
11568,Teste,1,677.3791330416334
11569,Teste,1,3835.88918757843
11570,Teste,0,0.0
11571,Teste,1,4224.24617607119
11572,Teste,1,4855.390546781099
11573,Controle,0,0.0
11574,Teste,1,4504.263773397399
11575,Teste,0,0.0
11576,Teste,1,3202.4064569288666
11577,Controle,1,2885.2355264557136
11578,Controle,1,625.2847306816383
11579,Teste,0,0.0
11580,Teste,0,0.0
11581,Teste,1,1609.9540108015003
11582,Teste,1,2568.266382798169
11583,Teste,0,0.0
11584,Controle,1,3328.267550376055
11585,Teste,0,0.0
11586,Teste,0,0.0
11587,Teste,1,3007.633249932848
11588,Teste,1,3841.8619535676075
11589,Teste,0,0.0
11590,Teste,0,0.0
11591,Teste,1,1758.951188991684
11592,Teste,0,0.0
11593,Teste,1,3042.28673443613
11594,Teste,1,896.6400952585645
11595,Teste,0,0.0
11596,Teste,0,0.0
11597,Teste,1,2361.4948561244314
11598,Teste,1,3875.7237482957044
11599,Teste,1,3620.303840430698
11600,Teste,0,0.0
11601,Teste,1,4957.8923172748055
11602,Teste,0,0.0
11603,Teste,0,0.0
11604,Teste,0,0.0
11605,Teste,1,1750.510066944902
11606,Teste,0,0.0
11607,Teste,1,2741.851846282906
11608,Teste,1,1982.8868619829852
11609,Teste,1,2482.714013266286
11610,Teste,1,4356.275584412247
11611,Teste,0,0.0
11612,Teste,1,3578.9408383481896
11613,Teste,1,4470.985361064118
11614,Teste,0,0.0
11615,Teste,1,1415.799987493489
11616,Teste,0,0.0
11617,Teste,1,4430.125030286471
11618,Teste,1,768.9302338027298
11619,Teste,0,0.0
11620,Teste,1,4498.696761967186
11621,Teste,0,0.0
11622,Teste,1,1980.8320075732756
11623,Teste,1,1915.644350363299
11624,Teste,1,2804.3985951439877
11625,Teste,1,4733.105844754543
11626,Teste,1,715.0161410663242
11627,Teste,0,0.0
11628,Teste,1,2085.039387818354
11629,Teste,1,4354.573949075011
11630,Controle,0,0.0
11631,Teste,0,0.0
11632,Teste,0,0.0
11633,Teste,0,0.0
11634,Teste,0,0.0
11635,Teste,1,2282.2451484596004
11636,Teste,1,1396.2060391868015
11637,Controle,1,2411.573815991353
11638,Teste,0,0.0
11639,Teste,1,2234.986256712512
11640,Teste,1,4619.372906600165
11641,Teste,0,0.0
11642,Teste,0,0.0
11643,Teste,1,3928.704690843937
11644,Teste,0,0.0
11645,Teste,1,2773.0200008480288
11646,Teste,1,4947.66755024707
11647,Teste,1,2593.748890741655
11648,Teste,1,762.0702386912385
11649,Teste,1,1680.234448167432
11650,Teste,0,0.0
11651,Teste,1,2462.317160986907
11652,Teste,0,0.0
11653,Teste,1,1206.0618086575405
11654,Teste,1,4764.043068458193
11655,Teste,0,0.0
11656,Teste,0,0.0
11657,Teste,0,0.0
11658,Teste,0,0.0
11659,Teste,1,3950.820040179979
11660,Teste,1,1707.292401924977
11661,Teste,0,0.0
11662,Teste,0,0.0
11663,Teste,0,0.0
11664,Teste,0,0.0
11665,Teste,0,0.0
11666,Teste,1,3158.6204008306213
11667,Teste,0,0.0
11668,Teste,0,0.0
11669,Teste,0,0.0
11670,Teste,1,3746.521206993074
11671,Teste,1,4735.755180080591
11672,Teste,1,4467.359071289347
11673,Teste,1,2818.3650176219617
11674,Teste,0,0.0
11675,Teste,1,3985.936789068579
11676,Teste,1,3029.6513922241325
11677,Teste,1,2987.1675052049304
11678,Teste,0,0.0
11679,Controle,1,1016.3388125218636
11680,Teste,1,1067.6194610726843
11681,Teste,1,2882.9012676010584
11682,Teste,1,1709.8769524055297
11683,Teste,1,594.6660610721088
11684,Teste,1,3752.776417550955
11685,Teste,0,0.0
11686,Teste,1,646.1896851057423
11687,Teste,1,3178.7457849682455
11688,Teste,0,0.0
11689,Teste,1,2926.372073572915
11690,Teste,0,0.0
11691,Controle,0,0.0
11692,Teste,0,0.0
11693,Teste,0,0.0
11694,Teste,0,0.0
11695,Teste,1,4859.66610760012
11696,Controle,0,0.0
11697,Teste,1,2678.9591270643873
11698,Teste,0,0.0
11699,Teste,0,0.0
11700,Teste,1,786.2064637000881
11701,Controle,0,0.0
11702,Teste,1,2982.5958551290773
11703,Controle,0,0.0
11704,Teste,1,4284.932767772456
11705,Teste,1,4985.82177926648
11706,Teste,0,0.0
11707,Controle,1,2436.5442816008263
11708,Teste,0,0.0
11709,Teste,1,1941.3443412353413
11710,Teste,0,0.0
11711,Teste,0,0.0
11712,Teste,1,4579.939836283995
11713,Teste,0,0.0
11714,Teste,1,1360.5895808425462
11715,Teste,1,3269.43011764817
11716,Teste,1,2325.714908814265
11717,Teste,1,684.8706422999987
11718,Teste,0,0.0
11719,Teste,1,2062.79813437564
11720,Controle,0,0.0
11721,Teste,1,1693.5283512620356
11722,Teste,0,0.0
11723,Teste,1,3587.410192745691
11724,Teste,0,0.0
11725,Teste,0,0.0
11726,Teste,1,4769.557239613631
11727,Teste,1,1706.21234320387
11728,Teste,0,0.0
11729,Controle,0,0.0
11730,Controle,0,0.0
11731,Controle,1,4151.596726182568
11732,Teste,1,749.1191762228428
11733,Teste,1,2921.5445451791593
11734,Teste,1,817.4752866945256
11735,Teste,1,4703.148460087877
11736,Teste,0,0.0
11737,Teste,0,0.0
11738,Teste,0,0.0
11739,Teste,0,0.0
11740,Teste,1,3948.580762508256
11741,Teste,1,3460.7746004206656
11742,Teste,1,4207.533717310989
11743,Teste,1,3413.8390800657344
11744,Teste,0,0.0
11745,Teste,0,0.0
11746,Teste,1,4860.2497872843105
11747,Teste,1,3712.8107653914717
11748,Teste,1,4660.963743120111
11749,Teste,1,2827.093514047871
11750,Teste,1,1026.789858418382
11751,Teste,1,2876.799746403577
11752,Teste,0,0.0
11753,Teste,0,0.0
11754,Teste,1,1070.9277262839198
11755,Teste,1,3166.2206562938227
11756,Teste,1,2671.2187723744833
11757,Teste,0,0.0
11758,Teste,0,0.0
11759,Teste,0,0.0
11760,Teste,1,3301.5892902475175
11761,Teste,0,0.0
11762,Teste,1,545.2114147467422
11763,Controle,1,1376.7822124491386
11764,Teste,1,2710.9869436045888
11765,Teste,1,4777.266027151107
11766,Teste,0,0.0
11767,Teste,1,2226.240681598213
11768,Controle,0,0.0
11769,Teste,1,2409.674117241356
11770,Controle,0,0.0
11771,Teste,1,3716.1324005297997
11772,Teste,1,3217.067407787531
11773,Teste,1,1845.1676754424996
11774,Teste,1,2348.6737800534247
11775,Teste,0,0.0
11776,Teste,1,1479.649094857546
11777,Teste,1,4847.096566085938
11778,Teste,1,1087.8547170081188
11779,Teste,0,0.0
11780,Teste,0,0.0
11781,Teste,1,2173.2655305488875
11782,Teste,0,0.0
11783,Teste,0,0.0
11784,Teste,0,0.0
11785,Teste,0,0.0
11786,Teste,0,0.0
11787,Teste,0,0.0
11788,Teste,0,0.0
11789,Teste,1,616.2753749900504
11790,Teste,0,0.0
11791,Teste,0,0.0
11792,Teste,1,1498.007713700959
11793,Teste,0,0.0
11794,Teste,1,4012.120122710697
11795,Teste,1,1405.2885452999576
11796,Teste,0,0.0
11797,Teste,1,860.2853113803452
11798,Controle,0,0.0
11799,Controle,0,0.0
11800,Controle,0,0.0
11801,Teste,1,2635.039309300355
11802,Teste,1,544.8615563053332
11803,Teste,1,881.4476949184993
11804,Teste,0,0.0
11805,Controle,1,4134.316413033388
11806,Teste,1,3971.6300518682287
11807,Teste,0,0.0
11808,Teste,1,4618.124691822032
11809,Teste,1,4345.319461598373
11810,Teste,1,3574.2900345791813
11811,Teste,0,0.0
11812,Teste,0,0.0
11813,Teste,1,735.4978578529827
11814,Teste,1,4022.8187809399587
11815,Teste,1,4304.798648782522
11816,Teste,1,4095.869655973795
11817,Teste,0,0.0
11818,Teste,1,2788.155658886117
11819,Teste,0,0.0
11820,Teste,1,1548.0582739226675
11821,Controle,1,4303.98489059927
11822,Teste,0,0.0
11823,Teste,1,3772.232643830623
11824,Teste,0,0.0
11825,Teste,0,0.0
11826,Teste,1,4913.425284749832
11827,Teste,1,1200.616689901698
11828,Teste,0,0.0
11829,Teste,1,1515.4906237342477
11830,Teste,1,1453.091674466762
11831,Teste,1,4066.428954296015
11832,Teste,0,0.0
11833,Teste,0,0.0
11834,Teste,0,0.0
11835,Teste,1,1341.0828340255316
11836,Teste,1,799.9692342048775
11837,Controle,1,4993.523629635329
11838,Teste,0,0.0
11839,Teste,1,611.6774515031711
11840,Teste,1,4258.598270714896
11841,Teste,1,2144.1507869779375
11842,Controle,1,4287.269568910169
11843,Teste,0,0.0
11844,Teste,0,0.0
11845,Teste,0,0.0
11846,Teste,1,2995.7922104501527
11847,Controle,1,4557.34053268862
11848,Teste,0,0.0
11849,Teste,1,4667.86843886582
11850,Controle,1,540.941815763492
11851,Teste,1,839.3547919675473
11852,Teste,0,0.0
11853,Teste,0,0.0
11854,Teste,0,0.0
11855,Teste,0,0.0
11856,Teste,1,1626.6142830688495
11857,Teste,1,3511.9193736357574
11858,Teste,1,4497.224884301777
11859,Teste,0,0.0
11860,Teste,0,0.0
11861,Teste,0,0.0
11862,Teste,1,2569.7387808228323
11863,Controle,1,3231.3790232341944
11864,Teste,0,0.0
11865,Teste,0,0.0
11866,Teste,1,1348.249337580025
11867,Teste,1,4122.350752467584
11868,Teste,1,4852.976501090614
11869,Teste,0,0.0
11870,Teste,0,0.0
11871,Teste,0,0.0
